text	date	source	is_facist
There is a socio-economic aspect to this, too. For far too long, societies and government have enacted policies that discourage a strong family unit with one working parent, usually the man, and one stay at home parent who had the job of raising the kids and keeping the home. These days, I dont see a problem with the woman being the primary breadwinner and the man raising the family as long as its a decision made by the family and it is done to bolster a strong family unit.    Just about all of the social and moral decline people bemoan can be attributed to the decline of the family unit.	2019-01-18 12:26:00+00:00	Stormfront.org	0
I was thinking he might have been vaping crack or such such stupid thing.    But even if one out of every thousand vape pens exploded, the vapers would keep right on vaping.	2018-05-23 05:17:00+00:00	Stormfront.org	0
"they are the biggest cowards     look at this video from 2 weeks ago , a iranian supplied rocket of Palestinians nearly hits one of their military buses , those ""Soldiers"" start screaming and crying like little girls LMAO"	2019-05-18 08:35:00+00:00	Stormfront.org	0
Reparations begin with repatriation.  Choice one : NBA.  Negros Back to Africa.  Choice Two: Furthur develop negronation.  Draw the border and live by it.  From Jackson MS to Atlanta and then some ; the burned out cities are already claimed by multi culturalists.    Stop the hate ; separate.  The true desire of the Founders was to eventually repatriate the negro.	2020-06-27 19:44:00+00:00	Stormfront.org	0
Unless you realise this you are simply waiting for the next attack on our culture, another USS Liberty, 9/11, Bolshevik revolution, Gulags and Sanatoriums... the jews want it all.  Wake up.	2020-01-28 18:46:00+00:00	Stormfront.org	0
I'm not a supremacist of any kind, but I do think that different races and even different ethnic groups within those races are skilled at different things. But that's not a bad thing. Like, just because one person is better at art, and another person is better at music, doesn't mean that either of them are objectively worth more or less than the other.    That being said, I have a lot of thoughts on colonialism. I think that certain European nationalities did it completely wrong, others did it well.     I like Spaniards, but their ancestors did a lot of things that I disagree with. When they colonized Latin America, they mixed race to the point where... well, look at those countries now. Fully Spanish people are a minority and mixed race Latin Americans pretty much think that they own the Spanish language and culture. They did not bring their own women with them when they colonized those countries, and when they did, they still thought it was okay to keep concubines and mistresses of other races. And everything from the demographics to the economic state of those countries reflects those decisions. Again, I have nothing against Spaniards as a people.    The British did a good job. Look at the United States, Canada, Australia, and New Zealand. Until recently, they were overwhelmingly white (what has been happening for the past ~50 years isn't the fault of the colonizers, as it's happening in Europe too). Specifically, descended from the British people that colonized them. They brought women with them and had sexual restraint. If they did breed with non-whites, they actually took them as wives and at least attempted to be honorable (well, as much as you can be in that situation). So now we do have a few people who are something like 95% white and 5% Native American or something, but it's far from how bad it is in Latin America. Those people are basically white to me. They didn't produce 15 mixed-race children with randoms for every one white child they produced with their white wives, like the Spanish did. And again, that's reflected in everything about these countries. Today, a lot of white Americans (and Canadians, Australians, etc.) are also descended from other European groups. Say what you want about that, but it works well here. That's the kind of multiculturalism that actually enriches a country.    And yes, some injustices were committed against the natives of various continents. I'm not defending that. Whether it was morally right or wrong is outside of my scope. I'm not God, I can't tell you anything objective here. It's already happened and debating it won't change anything. These countries can't magically be uncolonized in the event that some actions really were immoral.    But look at the United States. Believe it or not, there are currently more Native Americans here than there were before colonialism. With the added bonus of them now living in a first world country where they have many privileges and opportunities that they wouldn't have had if they were never colonized. Without colonialism, the resources on this continent may have never been used as efficiently and productively as they are today.    And did you know that the British had to explain that sex makes babies to Australian Aboriginals? They lived there for thousands of years, and there's no nice way to say it, but their culture didn't accomplish much. Especially not in terms of education, if they hadn't figured out such basic things. And I don't know much about Australia, but I believe that the natives there are doing just fine today, just like in the United States. Lots of privileges and opportunities that they otherwise wouldn't have. They wouldn't be living in a first world country if the British didn't arrive to put things in order. I recently saw an Australian documentary about polygamy, and there was an Aboriginal woman married to a white Australian man. She kept defending her culture's practice of polygamy, but basically admitted that she married this white man because he wouldn't do that to her. There was another group, an Aboriginal man married to two Aboriginal women, and they were very clearly miserable due to this lifestyle and culture. They won't admit it, but they love white culture and what we've brought them. They are much happier with us than without us.    I believe that colonization is a net benefit if you look at English speaking countries.	2019-04-21 07:44:00+00:00	Stormfront.org	0
"OP, are you a Latino or an Asian?     ""Mexican gangs allied themselves with redneck gangs in LA against blacks"" is not a valid reason.    Actually, gangs of any sort are not adaptable to any White society."	2020-06-04 16:30:00+00:00	Stormfront.org	0
The courts blocked the new immigration rules, so the current system is still in place.       Public charge rule blocked: Judge prevents Trump administration from enforcing tough green card and visa requirements - CBS News      Once again nothing has change.	2019-10-12 19:30:00+00:00	Stormfront.org	0
"People seem to forget that he was already a bench-warmer even before he decided to get in touch with his ""blackness"" (he's an adopted (by Whites, of course) mulatto) and start all of this ""controversy"" in the first place.    Teams don't want him because he sucks. But libtards and anti-Whites will try to chalk it up to racism."	2019-11-27 07:41:00+00:00	Stormfront.org	0
Jets owner Woody Johnson investigated for alleged racist, sexist comments as UK ambassador, report says    July 22, 2020    Another NFL owner is in trouble  this time for the alleged remarks he made as the United States ambassador to the United Kingdom under President Donald Trump.     CNN reports  that Woody Johnson, who co-owns the New York Jets with his brother Christopher, prompted an investigation by a State Department watchdog for allegedly making racist and sexist comments to staff members while in his diplomatic role. He also is being investigated for misusing his government position to help the president's personal business, including pushing to move the British Open major golf tournament to a Trump resort in Scotland.     Jets owner Woody Johnson investigated for alleged racist, sexist comments as UK ambassador, report says | Sporting News	2020-07-22 18:08:00+00:00	Stormfront.org	0
"Apparently Mr. Dudley was a slave trade ""enabler.""  This is offensive to the illiterate negroes now infesting Dudley Square.  I have no idea what a slave trade enabler is.  The article didn't say he owned any.  My guess is enabler means any white guy who wasn't an outspoken abolitionist, even if he didn't own slaves.  This was historically a White neighborhood.  Boston was settled in 1630 and officially incorporated in 1822.    This area has only become majority negro in the past several decades.    I wonder if the town of Dudley will be renamed too.       Angry Negress Wants to Rename Dudley Square to Nubian Square, She Couldn't Spell Wakanda         Kim Janey  Nubian Negress on Boston City Council"	2019-08-29 06:06:00+00:00	Stormfront.org	0
Both Trudeau and conservative leader Andrew Scheer broke curfew during lockdown by traveling.  Trudeau went by plane with other politicians and families.  One glance at Scheer shows you why people simply voted 'Trudeau' back in.	2020-09-04 22:33:00+00:00	Stormfront.org	0
Jews do polygamy among themselves at times.  Multiple wives so they can have many children.  Populate whole countries and worlds with jews.  They build special houses with multiple kitchens.      The receptionist was right though, it's 'dirty' from a bacteriological stand point. not only are their immune systems dealing with what the other three have, it's likely some of the other three have other partners too.  So add them and all their partners to the fray.    No thank you very much.  I'm not putting my mouth there, or anything else either.	2020-05-01 21:19:00+00:00	Stormfront.org	0
"::  Retail employees still make their minimum wage pay cheque, regardless of their disposition, because they don't own the business. They only work there... and they don't give a damn. There is no supervision. They have no future in a worsening Canadian economy, anyway.     You're lucky that you have a Trump. And they're in a SJW gang behind the counter with 3 or 4 other millennials, so they like to show off to each other on how much they can disrespect anyone who looks Trump's age. Watch them carefully making your order.    All these Starbucks are franchised anyway, to arabs, muslims, pakistanis and hindus. They don't care. They just stay home, collect the money and grab these millennials by the butt. Our courts are full of these people/internationalists. They sell and retire to their original country to escape prosecution.          LOL! You must be young, because if you were a white Christian male of retirement age, short haircut, grey hair, conservatively dressed then you would find out what it's like to deal with white millennials, white women and white homos working in retail positions. I'm not speaking for freemasons. There IS a huge difference in how they're served...    These whitey-poohs... Whatever you want, they never have it, never heard of it or it's only available on Thursdays between 8 and 9. Or they're really busy with a black customer and you'll have to wait while they natter, cuz only black lies matter.    In Canada, even old white women on minimum wage part-time jobs will run their crone-bunions off to serve a black man. And they laugh and giggle, Hee-Hee! Hoo-Hoo! as they hobble after their precious.    Have you not seen Canadian Television? It's all white women and black men.   No wonder you young fellers can't find a woman to marry and make babies. Because they're too busy with their black paramours, Jason has to play video games and hang out with other guys, or go incel crazy and blow himself up.    Toronto is now raising taxes on residential home owners, even old fixed income home-owners, to pay for rooms for young homeless drug addicts and basketball hoops, musical instruments and rec centre time to keep ""youths"" out of crime. And to help shoot 'em up ghetto boys, you now need an accountant to keep track of the paperwork required by new laws to own a gun.    I go to Starbucks because my wife likes their coffee. Otherwise I'd make my own. Service was never as good in Canada as it is in the US, but now, for my ""identity group"", it's a battle. I don't know why you doubt me, because as you can see, they don't even serve cops. You buy that story, but doubt mine. That's ok. I don't need anything from anyone, anyway. Independence is underrated.    This isn't the first occasion of cop segregation at Starbucks. Retail clerks like to be SJW's in public while on the job. It's a new hobby for the brainless.    :: ::  :: ::"	2019-12-18 04:03:00+00:00	Stormfront.org	0
The main objective of the argument in the title is to generate White guilt.  The guilt is very easy to argue against. All one has to do is point out how the tribes treated each other for thousands of years. They were hunter-gatherer-raiders. It was considered honorable to steal horses and women from the tribe next door and to take the scalps of it's braves. They tortured each other not only to release their hatred but as a means of psychological warfare to terrorize other tribes. Some tribes were cannibals, like the Atakapan, Coahuiltecans, Carancahuas and Tonkawas.     Now....... do the descendants of those thieves, kidnappers and torturers have any Injun guilt for the acts of their ancestors?     No.     So why should we?	2017-12-08 00:30:00+00:00	Stormfront.org	0
Bach is my favorite composer.To think of that piece being played for Mexicans-there are no words. (Shudders and becomes speechless).	2019-04-15 02:32:00+00:00	Stormfront.org	0
I suppose your idea of being a good 'Nazi' was to shave your head and become an anti-social loser. These people typically leave because they join for the wrong reasons.	2020-05-30 04:02:00+00:00	Stormfront.org	0
Acting Chief of Staff says wall will be built, one way or another:   Border wall talks break down ahead of second possible government shutdown | Fox News    Give it time people	2019-02-10 20:33:00+00:00	Stormfront.org	0
I've been looking myself, because in the Dallas/Fort Worth Metroplex, it's like a ****ing zoo, with the chimps running around, causing havoc everywhere they go.     If you're looking for a predominately white town, most likely you'll need to go to the rural areas, as the chimps have infested every large American city.    When I retire, I plan on moving down to Comanche, Texas (less than a 2% yard ape population ) or maybe up to Harrison, Arkansas (Klan-friendly and good ol' boys make up the majority of the populous)	2020-08-10 14:12:00+00:00	Stormfront.org	0
Holy Fuck I couldn't even get passed half of that vine video. In a saner time, men like him would be look upon with disgust and he would be thrown in a mental institution.	2016-07-09 05:14:30+00:00	Iron March Posts	0
Well, I guess the elephant-woman there is the new face for Jews.       Only from the Jewish scum do things like this appear. They come from the bogs and pits of filth in the world. Scratching and scathing their way into the white lives of the world. It's imperative that we call them out and recognize them immediately before they can be of anymore detriment to our world.	2020-07-06 04:08:00+00:00	Stormfront.org	0
Your hoax-alert site is apparently a hoax site itself, full of misinformation, missing information, and just plain old deception.     In Germany, Britain, Sweden, and other less than free societies, the whole truth is usually left out or downplayed.     The most outrageous thing is that Merkel has imported these Third World savages, leading to such disgusting and inevitable results.    The censorship is usually compelled by threats, and backed up with laws and rules worthy of the Soviet Union.     Here are some comments following the article you posted.	2018-07-08 09:01:00+00:00	Stormfront.org	0
Playing games naming the jew? Ineffective. Want to WIN? Then do these things:     What is the Plan?   1. Group Together.  2. Save Money for Group Use.  3. Use Money to buy useful land/buildings/etc that can be worked.  4. SURVIVE on your land and produce surplus that can be commericalized.  5. Make Money. Repeat from Step One.   6. Build Local Institutions that mirror the power structure as it exists.  7.Outlive the Current Empire.   8.Be Free.    Finis.   Any snivels about how the jew won't let you will be MOCKED as weakness.	2018-02-15 10:48:00+00:00	Stormfront.org	0
If Trump can pull this off, he'll be considered the greatest president since George Washington. Personally, I'm afraid he'll be snookered by those sneaky North Koreans and Chinese. I'm trying to figure out what the Jewish role is in all this, they have got to be behind the scenes pulling the strings, but as usual they are hidden from view. I guess we'll find out sooner or later.	2018-04-30 07:31:00+00:00	Stormfront.org	0
There's no win relationship with the Jews.  With the Jews, you lose.  If they come bearing an olive branch in one hand, they're hiding an ugly stick behind their backs with the other.	2018-02-24 19:33:00+00:00	Stormfront.org	0
"Yet if you tell the average person this they call you a ""racist""... what used to be common sense in this country, is rarely acknowledged anymore."	2019-06-15 14:41:00+00:00	Stormfront.org	0
Like it would be anyway considering all the jews and globalist scumbags/stooges that marble every Western government!      Piss-off you old whore!	2018-11-19 14:30:00+00:00	Stormfront.org	0
Just as Puxsutawney Phil signals an early spring.... the hills around Berkeley will soon hear the shrill cries of the Communista jewtardus Felarca and her flock of dirty followers ...signaling another false spring in the breakaway globalist state of California...they'll again be rounded up by men in blue and returned to their cages...few things are as certain.	2019-02-02 17:14:00+00:00	Stormfront.org	0
Thanks to our failed leaders and sheep who followed them    Great film, very convincing and I would say a must watch for exposing the truth in a simple and effective way	2018-11-10 22:59:00+00:00	Stormfront.org	0
Ignoring blacks and browns in every way possible ; paves the way for White advancement.  No need to harm them.  Just ignore.	2018-05-07 12:05:00+00:00	Stormfront.org	0
Is this thread about accelerationism while the baby boomers are still around before the US becomes 35% white after they're gone?    Or just another grug brain muh democrats bad thread that WhiteRights already made hundreds of?	2019-05-05 20:09:00+00:00	Stormfront.org	0
Another user said: Anyone able to give me some advice on how to properly bulk up? I've read ashit ton of wikis on how to properly do this shit but i'm somewhat wary onwho to trust. Just a little context. I'm a 6 foot 1 inch male who is currently 175-180 lbs(it goes up and down). I play regularly for a soccer team, and i do personaltraining in a gym 2 times a week. My diet consists mainly of protein, carbs,few vegetables, and lots of fruit. I usually take a whey protein shake aftereach workout. I have the opportunity to go to the gym more often nowadaysdue to a cleared up schedule. I want to get more involved and structured in my workout schedule. So arethere any tips on how i should split up my workouts to maximize gains?  1\. If you absolutely must play soccer, eat some quick carbs (glucose) before you play so that you're not burning muscle glycogen.  2\. Work out more, twice a week is not enough. Try Russian bear routine training, it's one of the best you can find, tried it myself. Alternatively, look at this, the guy's a PhD, he knows what's he talking about:    3\. Drink a gainer (25 g protein, 50 g glucose, 5 g creatine) about 30 minutes before your work out.  3\. Drink a bigger gainer (50 g protein, up to 50-100 g glucose, 5 g creatine) immediately after work out. Don't eat anything else for next 30-60 minutes, let your body absorb the nutrients from the gainer.  4\. Have some carbs with protein as soon as you wake up, eat regularly. Eat some slow release protein (casein, either powder or cottage cheese / curd) before you go to bed.  5\. Eat 2-2.5 g of protein per 1 kg of your body weight every day. Eat enough carbs - how much, that depends on your metabolism, you will need enough to gain weight but not too much to not gain too much fat. Nobody can give you a number here - someone will gain weight while eating 2500 kcal, someone will lose weight while eating 3000. I gain weight easily and if I started eating 4000 kcal per day I'd soon look like a pig, but that doesn't have to be your case. Just get a scale and a mirror and you'll figure it out yourself.  5\. Sleep enough, at least 8 hours per day.  6\. Buy some basic supplements: creatine, glutamine, multivitamin. Are supplements a good idea? Or are there any really good supplements thatpeople here would recommend (i.e to cut up)? Might, start looking into someto help with the results from my workouts. Don't really know if they are agood idea or not, thoughts?  Depends which supplements. Those mentioned above will help you a lot, but most supplements are a waste of money. Not saying they don't work, but they're not worth the price, pros only take them because their sponsors supply them for free.	2016-06-20 21:58:56+00:00	Iron March Posts	0
The defining feature of Queen Elizabeth II's reign has been the ethnic cleansing of British people from their native territory and their replacement by millions of members of incompatible sub-species of human being imported from far flung corners of the globe.  The Queen has never spoken out against this process, in fact she has spoken in praise of it.    The immigrant Saxe-Coburg family look after themselves.  They couldn't give a 5h1t what happens to the native British people..  They know that native British people will be a minority in this country in a few decades time.  They also know that their position will be weaker if they only have the support of the native British minority, hence their attempts to gain favour with the invaders.  That's why the newspapers put out a cock and bull story about the Queen being a direct descendant of the warlord Mohammed and now Ginger Boy has married an F1 hybrid.    It could backfire on them.  They might find they lose the support of native Brits and don't gain much support from the invaders.  Their days as reigning monarchs might be numbered.    You'd have thought they'd have learned from the fate of their cousins the Romanovs that it's a  very  bad idea to allow Jews to gain control of your country and dictate your government's policies.	2019-03-08 10:40:00+00:00	Stormfront.org	0
It won't be as easy as they think. This is not Australia. The limit to tolerance of this leftist nonsense stops at our 2nd Amendment rights.	2019-03-12 23:33:00+00:00	Stormfront.org	0
If not demonstrating then something where we can present ourselves with an image. Conferences like Amren does perhaps. Although I think demonstrating would be fine if we were tacticful about it. Not telling the whole world about the event would be good or else Antifa will show up. Wearing a mask would protect our identities and would promote a masculine image. I think the skull mask would work since it's easy to get and looks awesome so it's a win/win.	2019-09-11 15:57:00+00:00	Stormfront.org	0
And what happened to the visible majority?  And is this one of the things that only America's second president after Washington, was talking about?	2018-12-20 08:20:00+00:00	Stormfront.org	0
You might be right about his political leanings, but he is resisting or exposing the Jews in his own way and for that I give him credit.	2019-02-06 05:45:00+00:00	Stormfront.org	0
What you fail to acknowledge is the impact of Trumps appointments to the US Supreme Court and how different it would have been had Hillary been elected.  You anti-Trumpers want to focus our attention away from that and it makes you all suspect.    Our entire Bill of Rights is at stake here.  Everything that gives Whites a fighting chance could be gone if the court become majority Jewish.    If we lose the Court, we lose it all.  And to the extent that the USA is alone in shouting out against the holocaust myth and other Jewish tools of control, the entire world loses.	2020-01-26 04:31:00+00:00	Stormfront.org	0
And there is the milestone, 25 trillion dollars . The media keeps pounding the drum for a closed economy saying we are going to die if we open it up, but, I don't see a clean bill out of CON-gress for 2000 per month income for every citizen over 18 for 3-6 months. No, they will try to include every person in the western hemisphere causing Trump to veto it.  Stay tuned in..	2020-05-10 23:20:00+00:00	Stormfront.org	0
Reality:    The  elimination of America's Second Amendment   is going to happen -- and guns will be banned in America.    It's just a matter of time, given present demographic trends.    ...Unless those trends are REVERSED and America re-establishes White racial homogeneity -- or, at least, a predominantly White majority of, say, 80% White.     That's what it will take to keep the Second Amendment.  Nothing less.	2018-02-19 13:08:00+00:00	Stormfront.org	0
Well said. When she's out all alone in the dark, hungry Negroes won't be able to tell if she's a self-hating antifa criminal or another White racist.	2020-05-31 13:56:00+00:00	Stormfront.org	0
Another user said: His daughter married a Jew.   He's a crony capitalist and member of the national elite of a corruptSatanic state.   Trump makes stupid lemmings cry but that's all he does. He's just AmericanPutin, a conservative strongman and that's all he is.   He isn't revolutionary nor radical.   He's just another politician.     Of course He is a capitalist, but that's much better than the preview cucks we had.  As long as He takes down the NATO, and kicks some Mexicans out, it's worth	2016-11-09 08:14:38+00:00	Iron March Posts	0
air 1 verse day at DuckDuckGo     air 1 verse day - Bing images    I like the Air 1 Verse of The Day. I like skilled preachers that have a good word that lifts your spirits. So very rare.	2020-08-04 06:38:00+00:00	Stormfront.org	0
The memorial of Ion Moa and Vasile Marin (two Iron Guard members who participated in Spanish Civil War on Franco's side) devastated by the leftists. These people are truly subhuman.	2016-06-06 09:54:12+00:00	Iron March Posts	0
Harry, the bastard offspring of Hewitt & pop-tart Diana isn't actually part of the family, reality is (((they))) would never have permitted MM to contaminate their DNA. Harry is like an embarrassing relative who could have proved beneficial in propping up this rotten and decaying institution, but he couldn't manage it.    When she leaves him, which she certainly will, he'll be back like a proverbial bad penny, but in the meantime open your hearts, open your wallets my Canadian friends.....	2020-01-14 12:29:00+00:00	Stormfront.org	0
Another user said: I joined im because I thought it would be like American Vanguard with actualproductive stuff to do that actually makes a difference and isn't riddledwith people who freak out over a different opinion. Jesus Christ, it's beentwo days just move on already.  :Thinking:   Also it doesn't take time to respond to shit lmao, people have free time to respond to you, so they do, why don't you respond back to them?	2017-04-11 23:05:23+00:00	Iron March Posts	0
Some people actually think that the word History comes from His Tora. others actually belief it comes from His Story.    Usually those believers come from the same un-race.	2019-10-22 08:28:00+00:00	Stormfront.org	0
"The Bible was God's Word being delivered to primitive people, who barely understood what was being told to them.    A politically incorrect professor pointed out to one college class (that I was in) that the order of creation in the Bible with the earth, the oceans, then life in the oceans, life on land and humans last was the same sequence as what science today believes was the order of evolution.     God's Commandments are a set of rules that would lead to a much better world if people only obeyed them, including the Commandment from Christ to ""Do unto others as you would have them do onto you.""    By the way, there's nothing wrong with White Nationalism according to Christianity. We want every race to live with their own kind in their own countries, which is exactly what we want for ourselves so there's nothing hypocritical about our world view."	2018-09-06 02:32:00+00:00	Stormfront.org	0
Yes, every group does have a right to advocate for their interests, you're correct.  But women have what they need already, please do not give them any more.  So many of us try desperately to speak up about this and we are  completely  ignored, and have been ignored forever.      Did you know there was a counter movement to the Sufferagettes, made up of women?  No, of course not, nobody knows about those women.  Why?          Because all women are equal,  but some women are more equal than others.              People want to think women don't have a voice?  Fine, but get the facts straight: some women indeed do not have a voice, and one of them is trying to be heard  right now .  We're ignored by  literally everyone,  MGTOW, feminists, and men and women who mean well but just think we forgot about the bad ol' days.  Us, women like me, not the traitorous harpies of various governments, FEMEN, or Pussy Riot, or whatever childish names they give themselves these days.     Hey, look, do you know who suffers from all of this nonsense worse than anyone else, ever?   Children.   Children have to grow up without dads, without moms who give them all their attention, and without stability.  They get beat up at school, they get hooked on drugs, they get horribly abused by non-parent adults, they get abused by other kids, they get arrested and thrown into juvenile detention facilities, and they suffer from neglect, they dont learn empathy, and nobody else notices these tragedies because they're only thinking about  themselves.   Children are a group that desperately needs advocates, and of all the feminists who claim to care so much about children and MGTOWs who claim to care so much about losing their kids in divorce,  who is actually advocating for children?    Anyone...?  Anyone...?   Bueller?     On the Genealogy of Feminism (Banned from YouTube)       .	2019-09-18 20:40:00+00:00	Stormfront.org	0
I hope all you people understand that Sen Mitch McConnell can offer an invitation for Trump to give the State of the Union.	2019-01-17 18:47:00+00:00	Stormfront.org	0
"Wow, good eye.     But does this mean that the article is just more emotional leverage (either for their ""civil war"" or simply just ""energy"" for whatever ritual), and nothing more?    When is Passover over with this year?"	2020-04-08 13:45:00+00:00	Stormfront.org	0
Josef Mengele - The Hardest Working Deception Of World War Two       The Truth about Dr Josef Mengele (Medical Doctor in Auschwitz)	2019-12-19 14:38:00+00:00	Stormfront.org	0
they need to coerce people to follow the party line. if you take one step aside you will get the whole and totaltarian wrath by the 'community' of perverts.    it shows clearly that they cant and wont dicuss anything. either you follow the given statements by the owners of that 'movement' or you are the enemy.    they are the most intolerant and bigotted people on earth.	2020-06-16 06:03:00+00:00	Stormfront.org	0
That would be the best thing.     We should not have had to wait this long for a prosecution of Hillary, which still hasn't happened yet!	2018-02-28 22:01:00+00:00	Stormfront.org	0
Stormfront is a great place for networking, if you don't want to participate, feel free, but to completely abandon it seems like a waste of resources.	2019-05-25 14:39:00+00:00	Stormfront.org	0
Stephen Yaxley Lennon is owned by Robert Shillman, Benjamin Netanyahu, Sheldon Adelson, and is friends with Avi Yemini. He is an admitted Zionist and has once said that if there ever was a war between Israel and Palestine, he would join the Israelis.	2019-08-03 07:05:00+00:00	Stormfront.org	0
"Gov. Jerry Brown let out all the criminals from prison  to save millions of dollars that social activists said could be used to prevent criminals, to ""give them jobs"". Violent crime has doubled in the last year in California. Doubled. The Soros paid social activists want to ""heal"" and ""help"" the violent criminals.     Governor Jerry Brown said ""we can't afford the needed health care for our aging prison population"".  (expletive deleted) Let them die!         Result: Arsonists were set free no doubt.    I highly doubt the 405 went up because of ""Nature"". God maybe, but not Trump or ""Nature"".     Or did Prop 57 say ""all criminals released, except for arsonists?"""	2017-12-10 21:53:00+00:00	Stormfront.org	0
Do you realize that he was talking about the Japanese and you are talking about the Chinese?    Do you also realize that there is a huge difference between North Asians and South Asians?    And that China is a huge mixture of the North and South Asian people.	2020-07-03 11:41:00+00:00	Stormfront.org	0
I believe it can be proved that ZOG and Jewish white genocide can be proven as facts so how is this hatred? As they told Ernst Zundel, truth is no defense.      I'm not sure what to say on the firearms stuff, but it seems we are not allowed to defend ourselves against hostile government traitors or hostile nonwhites.	2020-03-02 20:01:00+00:00	Stormfront.org	0
Actually it was started by one jew just like the story of J.Edgar Hoover being a transvestite.  That story was started by a jewess who was mad at him because he sent her thieving jew husband to prison for being a thieving jew.  She made up a story about seeing him prancing through a hotel lobby in a woman's dress and the jew media has been spreading the story as fact ever since.  The jews also accused Walt Disney of being a Nazi because of a cartoon.   They said it looked just like a Nazi cartoon depiction of a jew.	2019-05-07 08:08:00+00:00	Stormfront.org	0
People get murdered every day. Some of them will be black (almost all of them will have been murdered by other Blacks). They really think they are a protected species, don't they?	2020-07-20 01:13:00+00:00	Stormfront.org	0
"I wouldn't call you ""racist"" I would tell you to your face your a c*** . I note you did not raise the ethnic origin issue in regard to Messrs Beech, Swan and Tomlin and their English adventure in Battersea."	2018-10-20 07:38:00+00:00	Stormfront.org	0
"""JUNEAU  The man who died in an explosion March 5 had a small lab with a variety of explosive liquids and powders in his apartment, according to warrants that were unsealed today.    Investigators also found white supremacist literature in the apartment.    Search warrants connected to the investigation of Benjamin Morrow were unsealed Wednesday by Dodge County District Attorney Kurt Klomberg. Morrow's body was found by Beaver Dam Police on March 5 after an explosion in his apartment at 109 Knaup Drive.""...     Man killed in Beaver Dam explosion had explosives lab in apartment, possible interest in white supremacy groups | Regional news | wiscnews.com"	2018-04-06 02:23:00+00:00	Stormfront.org	0
Also, another one of these:  It's nice knowing that this can never be completely removed off the internet and every white person who was in this video can't hide their past actions among a fascist society, that goes for all the other degenerates on other social media too	2016-02-03 06:50:51+00:00	Iron March Posts	0
This is all a might to convienient . And when Muslims operate training camps for school shooters the charges are dropped and the story covered up .     Oh well , we now return you to our coverage of  orange man bad  .	2018-10-23 05:44:00+00:00	Stormfront.org	0
Just made a correction to my post (#46). I guess all this coronavirus stuff going on lately causes people to be a bit more aware and skeptical of their surroundings which in a sense is healthy.    I've seen too many of these threads and it seems it's only a matter of time before they get locked. Not because the initial question is wrong but because over time the initial question is lost in an array of responses before it all goes sour.	2020-03-17 23:09:00+00:00	Stormfront.org	0
"Yes good points. Also, going back to the security pass issue, virtually all offices in London require you to show a pass or sign in when you enter the building. The fact that wasn't mentioned at all in the article leads me to suspect that the black editor did not bring his pass that day but expected to be let in regardless. And the security guard rightly denied him entry. And since many companies use outside security firms, that security guard may have only just been assigned to that location and had no idea who the director of the company was. And as you say, the security guards comes off the loser in all this.    The whole story reeks of media manufactured racism, and was also on the homepage of the Daily Mail when I first posted this. So the media promote these stories to reinforce public views that racism is rampant and thereby fan the flames of groups like BLM and Antifa. And that in turn fuels the thirst for more protests and assaults, let alone the widespread misplaced belief that blacks are an oppressed underclass.    It's interesting as the article claims that Edward Enninful said he wanted to get rid of the ""posh girls"" when he was appointed as editor. Oh? So its alright for him to hold a discriminatory attitude to a particular group - in this case upper class females - but we must somehow believe that discrimination is such a terrible vice if it's only applied to certain groups. Well if Britain was such a racist and discriminatory society, how did he he become the editor in the first place?"	2020-07-16 08:18:00+00:00	Stormfront.org	0
She is not a muslim. She's a loud mouth leftist. When was the last time she put her forehead on the floor and her backside to the sky?  She's way behind on her five times a day, and needs to submit to God.	2020-03-17 13:08:00+00:00	Stormfront.org	0
I think it's entirely genetic. Stress of course could affect it but stress can affect many things.    If it was the diet we would have already found out which diet would cause hair loss.    And by the way women are eating the same diet as men in any given country and women are much less affected.	2020-04-05 05:37:00+00:00	Stormfront.org	0
You already know the answer.  Do a search...there are countless threads and even a few Stickies on this subject.  But, be honest ,   you really just want to regurgitate the same old circular argument,don't you?	2018-09-05 18:38:00+00:00	Stormfront.org	0
"Another user said: I have to ask, why? We are not all the same. That is clearly obvious inwhich many fought for the Axis.  No Jew fought for the Axis. Not one.  You keep on bringing this up but those ""Jews"" were actually half-Jew mischlings who explicitly cut off all ties with Judaism and the Jewish people.  And even then they were treated with some suspicion."	2016-11-17 06:19:00+00:00	Iron March Posts	0
In response to your topic, I was diagnosed with depression when I was much younger at a time when my family was having problems. I got put on antidepressants for a few months and I hated it, I quit cold turkey and while I had no changes in mood, the withdrawal was awful. These doctors are flat out lying when they say SSRIs are not addictive, they sure as hell are.  Looking back, this experience has only solidified my distrust in modern psychiatry. They are always quick to say they know what's wrong with you and try to give you medication. It's no wonder why so many of our kids now are on some medication or another. They want us drugged up and unaware.	2017-02-09 01:59:53+00:00	Iron March Posts	0
"That's why I posted it: because it  is  different. And I'm well aware that you were discussing Pompeii, the city buried two thousand years ago when Mount Vesuvius erupted. But since a different ""Pompeii"" was cited, I posted just who that individual was, in the chance event others here were unaware of either one."	2019-12-01 16:39:00+00:00	Stormfront.org	0
